"Project ID","Workspace","Group(s)","Team(s)","AI ($)","Hosting ($)","Storage ($)","Other ($)","Total ($)"
"bfc59177-a616-4c94-b99c-668458d476d1","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",90.8947,0.0000,0.0000,0.0000,90.8947
"08e502c5-e544-424a-93fe-b6c164c795d6","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",90.1714,0.0000,0.0000,0.0000,90.1714
"f512865f-b911-477a-bbea-f362e9e4ce5c","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",89.3369,0.0000,0.0000,0.0000,89.3369
"36f8a0b1-d802-46a7-8930-f8c50d7ecb5e","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",88.7407,0.0000,0.0000,0.0000,88.7407
"e8f14408-17c0-4da3-98ac-1e999fc6fd10","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",87.8847,0.0000,0.0000,0.0000,87.8847
"0e30aeb9-3da9-42df-a7ad-67a2d1fc4640","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",87.5986,0.0000,0.0000,0.0000,87.5986
"b9a0f0d2-3b45-4e5d-bfb7-fe9cebb926fd","","AZ-Replit - HR Compensation - Admin; AZ-Replit - HR Compensation - Member","HR Compensation",87.3433,0.0000,0.0000,0.0000,87.3433
"d0686321-1dca-4918-9fec-ac52fa4fd2a8","","AZ-Replit - Finance - Member","Finance",86.4908,0.0000,0.0000,0.0000,86.4908
"48656c17-c59f-4d0a-832f-89251df5486d","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",86.0592,0.0000,0.0000,0.0000,86.0592
"3c6f2d5e-463e-43cb-9d00-c5d667ff2e58","","AZ-Replit - HR Compensation - Admin; AZ-Replit - HR Compensation - Member","HR Compensation",85.6911,0.0000,0.0000,0.0000,85.6911
"61497031-a3a3-4a13-b5a9-22233c960460","","AZ-Replit - Strategic Development Mosaic - Admin; AZ-Replit - Strategic Development Mosaic - Member","Strategic Development Mosaic",85.6281,0.0000,0.0000,0.0000,85.6281
"2d7b003b-67d0-4306-b3ce-7475d551fdec","","AZ-Replit - Finance - Member","Finance",84.7862,0.0000,0.0000,0.0000,84.7862
"a82ba4b3-00ec-4b62-91d4-0af5ed26b2e7","","AZ-Replit - Strategic Development Mosaic - Member","Strategic Development Mosaic",84.5414,0.0000,0.0000,0.0000,84.5414
"398e46ae-88e9-48e0-9951-47241361f85c","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",84.4386,0.0000,0.0000,0.0000,84.4386
"969280fe-1bc7-490a-aae3-9d9fff2307c6","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",84.0104,0.0000,0.0000,0.0000,84.0104
"aa7e4d1c-070f-4aa9-bd5e-3dc6ae9c5f35","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",83.2074,0.0000,0.0000,0.0000,83.2074
"d598a8d5-f06b-4077-96c0-9253bf9ac90c","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",83.1200,0.0000,0.0000,0.0000,83.1200
"539cb7a9-5bcb-4c38-ab62-0da7b063078b","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",82.9793,0.0000,0.0000,0.0000,82.9793
"abd377a8-3ce9-4d93-b653-9e5165a4b5d4","","AZ-Replit - Corporate Communications - Admin; AZ-Replit - Corporate Communications - Member","Corporate Communications",82.7108,0.0000,0.0000,0.0000,82.7108
"1514237a-f6ab-479a-b9c7-63e0b6204dea","","AZ-Replit - GPO CTS - Viewer","GPO CTS",81.9628,0.0000,0.0000,0.0000,81.9628
"e6aea20b-9571-4cf8-af2d-2c8d5895c1a8","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",81.8489,0.0000,0.0000,0.0000,81.8489
"310231f8-c036-4703-bf7a-0fae2322a1c0","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",81.2227,0.0000,0.0000,0.0000,81.2227
"427d2f94-d912-40f7-8c08-36191b335f3e","","AZ-Replit - Finance - Member","Finance",80.4169,0.0000,0.0000,0.0000,80.4169
"3c9f3c4e-145b-4d20-bbf0-1e7e3d048532","","AZ-Replit - Finance - Member","Finance",79.4190,0.0000,0.0000,0.0000,79.4190
"150d10ec-bd34-4e48-b965-8820495e6f72","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",79.3875,0.0000,0.0000,0.0000,79.3875
"ffd2be4e-b38d-4134-8331-60563eacb928","","AZ-Replit - GPO CTS - Member","GPO CTS",79.3580,0.0000,0.0000,0.0000,79.3580
"924f647d-ff36-4214-9ca2-e0977a081e9e","","AZ-Replit - HR Compensation - Member","HR Compensation",79.3203,0.0000,0.0000,0.0000,79.3203
"2c8f3c54-a5a1-4e8d-a652-7dd2e4173a42","","AZ-Replit - Corporate Communications - Admin; AZ-Replit - Corporate Communications - Member","Corporate Communications",78.9519,0.0000,0.0000,0.0000,78.9519
"0ce15d03-9c8a-4ac4-8795-ad0209f6d7e2","","AZ-Replit - Finance - Admin","Finance",78.8410,0.0000,0.0000,0.0000,78.8410
"bfe389ea-a50f-43a6-b9b6-986109d0f609","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",78.2908,0.0000,0.0000,0.0000,78.2908
"aff50b01-592d-4a2e-a62b-455a8003726c","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",78.2100,0.0000,0.0000,0.0000,78.2100
"693e066d-e1d6-4a6c-baad-8eca8eff60e7","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",78.1494,0.0000,0.0000,0.0000,78.1494
"fee52a1d-e0d3-4cc1-ab6c-42b09a9525d3","","AZ-Replit - Finance - Admin","Finance",77.9513,0.0000,0.0000,0.0000,77.9513
"ea2560e5-fd60-4ed9-a1d7-1d385416e6ad","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",77.8763,0.0000,0.0000,0.0000,77.8763
"fe2654a5-8456-4173-b23a-5308e9661b98","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",77.8456,0.0000,0.0000,0.0000,77.8456
"424e8d36-721e-4276-ace1-9bdd387525d9","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",77.7731,0.0000,0.0000,0.0000,77.7731
"9172faa3-9122-47cc-8032-e1a4b857c863","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",77.1601,0.0000,0.0000,0.0000,77.1601
"ddbf6932-d980-4093-9636-8c6ad2d3b129","","AZ-Replit - Finance - Member","Finance",76.4297,0.0000,0.0000,0.0000,76.4297
"76d44267-a1f9-4265-9a59-c5e35131df44","","AZ-Replit - GPO CTS - Member","GPO CTS",76.2752,0.0000,0.0000,0.0000,76.2752
"812ec8bf-444e-48f4-86ab-b86b1b6e0b60","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",75.9643,0.0000,0.0000,0.0000,75.9643
"01801e71-3b5f-4a0d-8fec-a4403195e5c2","","AZ-Replit - EBI AI ML - Member","EBI AI ML",75.9507,0.0000,0.0000,0.0000,75.9507
"ff5999e2-c98b-476c-8d5d-ebf275ce7539","","AZ-Replit - GPO CTS - Admin; AZ-Replit - GPO CTS - Member","GPO CTS",75.7244,0.0000,0.0000,0.0000,75.7244
"338a1fef-c3aa-425c-b2e1-2e308e98e919","","AZ-Replit - Finance - Admin","Finance",75.6006,0.0000,0.0000,0.0000,75.6006
"d766bdb8-8ec5-457c-9e02-d785bfbfa2dd","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",75.1110,0.0000,0.0000,0.0000,75.1110
"5d610dd2-7248-412e-a7a5-4bdf1b9f44a5","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",74.8172,0.0000,0.0000,0.0000,74.8172
"aabda7e7-84ee-40bc-8c79-00bbd8d3d518","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",74.7727,0.0000,0.0000,0.0000,74.7727
"66cc20cb-a438-4ebb-ae4b-b20910b2a0a9","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",74.5981,0.0000,0.0000,0.0000,74.5981
"c28dbc72-b338-48a9-a6fb-b6875c0c4358","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",74.4999,0.0000,0.0000,0.0000,74.4999
"9c6f53d4-090e-44f7-8f32-c806417b5195","","AZ-Replit - Growth CXSO Account Mgmt - Admin; AZ-Replit - Growth CXSO Account Mgmt - Member","Growth CXSO Account Mgmt",72.7421,0.0000,0.0000,0.0000,72.7421
"af904e1d-639c-45d2-ae9c-dd11bd0a3414","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",72.4328,0.0000,0.0000,0.0000,72.4328
"41238427-b57e-4115-be38-8b9f1ef1d27b","","AZ-Replit - GPO CTS - Member","GPO CTS",71.8766,0.0000,0.0000,0.0000,71.8766
"bbdd3e41-7493-4953-bc70-9bf2b3ce1354","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",71.6283,0.0000,0.0000,0.0000,71.6283
"5297edab-3603-4dc6-84d9-340adeb90ae2","","AZ-Replit - Finance - Admin","Finance",71.4988,0.0000,0.0000,0.0000,71.4988
"25d1c3cc-e092-4801-8a4f-e5683bf67c89","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",71.1105,0.0000,0.0000,0.0000,71.1105
"eff9e079-63ac-43f7-b46e-bdcf93dcc10c","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",71.0069,0.0000,0.0000,0.0000,71.0069
"0a8ef82c-232e-4220-b7a5-cfbb4004905f","","AZ-Replit - Talent and Learning - Member","Talent and Learning",70.2610,0.0000,0.0000,0.0000,70.2610
"14cc5cd8-33a3-4645-8f21-9088fbafeb6c","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",69.8054,0.0000,0.0000,0.0000,69.8054
"d8c95918-4a2c-469f-bdbd-c64238a6a6cd","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",69.3071,0.0000,0.0000,0.0000,69.3071
"95895d77-e88b-4381-8e2d-2269695b1d50","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",68.8567,0.0000,0.0000,0.0000,68.8567
"eee929a9-240e-4338-860d-fbebcdc2d79d","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",68.0552,0.0000,0.0000,0.0000,68.0552
"dbb823cb-0ec6-4ff6-85b1-09b7e50b64aa","","AZ-Replit - GPO CTS - Member","GPO CTS",67.6696,0.0000,0.0000,0.0000,67.6696
"53620609-f635-4789-b6a7-10c77b66440f","","AZ-Replit - Growth CXSO Account Mgmt - Member","Growth CXSO Account Mgmt",67.6530,0.0000,0.0000,0.0000,67.6530
"8f493105-7806-4cec-bd78-aaa455973188","","AZ-Replit - Comcast Business Customer Solutions - Admin","Comcast Business Consumer Solutions",67.3362,0.0000,0.0000,0.0000,67.3362
"0c2c1bba-d1e6-444a-bef7-8d6eac2cbbc8","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",66.8715,0.0000,0.0000,0.0000,66.8715
"9e6a7071-67be-4ddd-83a8-1be44063585d","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",66.0736,0.0000,0.0000,0.0000,66.0736
"e3d10cc4-015e-4026-abdd-a211046814ba","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",65.9205,0.0000,0.0000,0.0000,65.9205
"097d66a3-b6d2-47d9-b697-07463604d347","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",65.5357,0.0000,0.0000,0.0000,65.5357
"e0fb2c7e-86fc-4e30-8510-a3f8866b5a5e","","AZ-Replit - Wireless - Admin; AZ-Replit - Wireless - Member","Wireless",65.3381,0.0000,0.0000,0.0000,65.3381
"d37cb801-4de3-4c5a-ba57-84a91bee60a6","","AZ-Replit - Finance - Member","Finance",65.2694,0.0000,0.0000,0.0000,65.2694
"910163e5-e4a1-4d09-a021-fbb3d8a1bc75","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",64.8626,0.0000,0.0000,0.0000,64.8626
"b6380144-ef69-43c5-af45-c12d542eab2e","","AZ-Replit - GPO CTS - Member","GPO CTS",64.7950,0.0000,0.0000,0.0000,64.7950
"bf3d6b44-0cd4-4a98-a903-05f89d6608b1","","AZ-Replit - GPO CTS - Member","GPO CTS",64.7347,0.0000,0.0000,0.0000,64.7347
"d580ba50-dbbb-450b-b4d3-ecd9275392c2","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",63.9989,0.0000,0.0000,0.0000,63.9989
"d01fc98b-02cb-4672-87ba-1c90ee9bc70e","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",63.7817,0.0000,0.0000,0.0000,63.7817
"82b2c581-d84b-4aae-b1e0-d931cc6697ba","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",63.6836,0.0000,0.0000,0.0000,63.6836
"c7046ad9-abf8-4574-b862-3b2df5f1878a","","AZ-Replit - Finance - Admin","Finance",63.6028,0.0000,0.0000,0.0000,63.6028
"2c20955d-7260-4281-985b-a2e1a5841d57","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",63.1399,0.0000,0.0000,0.0000,63.1399
"4e7f33d5-4b11-4d41-8edc-99c76db7402a","","AZ-Replit - GPO CTS - Member; AZ-Replit - GPO CTS - Viewer","GPO CTS",63.1063,0.0000,0.0000,0.0000,63.1063
"84a1e428-7d7e-43da-bfeb-c48e8fbc632f","","AZ-Replit - GPO Connected Living - Member","GPO Connected Living",62.6397,0.0000,0.0000,0.0000,62.6397
"686cdd5b-b447-4a12-bf0b-d0a02dd20076","","AZ-Replit - Finance - Member","Finance",61.8277,0.0000,0.0000,0.0000,61.8277
"c5c5005a-5f41-423c-bab7-cea9ad44d5dc","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",61.5554,0.0000,0.0000,0.0000,61.5554
"a2b00f86-86f1-439f-b917-9ea78c939a47","","AZ-Replit - GPO Connected Living - Viewer","GPO Connected Living",61.5409,0.0000,0.0000,0.0000,61.5409
"e39365d4-90ac-4551-b3dd-01b9e0668893","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",61.0431,0.0000,0.0000,0.0000,61.0431
"f5e4bf49-13d8-40fd-b7e3-578e3dd8fd08","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",60.5249,0.0000,0.0000,0.0000,60.5249
"c3f7d39b-7a26-4f53-b50f-f97f04118084","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",60.3598,0.0000,0.0000,0.0000,60.3598
"279d6054-ce9f-488e-83fa-4499ea08bcee","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",60.0673,0.0000,0.0000,0.0000,60.0673
"e285a703-b241-4058-bab7-4136ea80bc07","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",59.7704,0.0000,0.0000,0.0000,59.7704
"fcf1837b-5e1f-40b6-8c76-704962ca3de1","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",59.1300,0.0000,0.0000,0.0000,59.1300
"e0f1afa7-cfe8-4660-8523-b346b45e6c35","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",59.0380,0.0000,0.0000,0.0000,59.0380
"0155b8d6-ce6c-4e97-9f74-dcb0ce6b9591","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",59.0136,0.0000,0.0000,0.0000,59.0136
"a5c8ef9f-c257-4044-9a94-88b91f3cb2bf","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",58.7692,0.0000,0.0000,0.0000,58.7692
"50fe2662-6989-411a-9ab3-0b18a8d1dc69","","AZ-Replit - GPO CTS - Admin; AZ-Replit - GPO CTS - Member","GPO CTS",58.7464,0.0000,0.0000,0.0000,58.7464
"13702800-690a-46f9-8802-60d589161cfa","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin","Strategic Development LIFT Labs",58.5196,0.0000,0.0000,0.0000,58.5196
"d790e98d-b44e-4014-8256-60326d6c57ef","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",58.4801,0.0000,0.0000,0.0000,58.4801
"b228cc6c-8719-4fb4-9c18-af02f0f316b9","","AZ-Replit - Wireless - Member","Wireless",58.4132,0.0000,0.0000,0.0000,58.4132
"339d8339-9cfa-4c20-9781-f57cb9aeaf9d","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",58.2354,0.0000,0.0000,0.0000,58.2354
"9b823400-6e72-4c0e-a4df-c983fef7738e","","AZ-Replit - Finance - Member","Finance",58.1458,0.0000,0.0000,0.0000,58.1458
"487c82c1-3629-49c3-922e-3e89443e765e","","AZ-Replit - Wireless - Member","Wireless",57.6262,0.0000,0.0000,0.0000,57.6262
"819f046f-26ab-44fc-bbc0-60520ce5c4e9","","AZ-Replit - EBI AI ML - Admin; AZ-Replit - EBI AI ML - Member","EBI AI ML",57.4031,0.0000,0.0000,0.0000,57.4031
"56718f0e-b290-43e1-8353-f044c7c5bb36","","AZ-Replit - Finance - Admin","Finance",56.9548,0.0000,0.0000,0.0000,56.9548
"7f8f4732-894b-4990-9c65-92f8941fdafe","","AZ-Replit - HR Compensation - Member","HR Compensation",56.8893,0.0000,0.0000,0.0000,56.8893
"7d428d73-7497-4b34-8857-85a95bec8176","","AZ-Replit - Finance - Admin","Finance",56.5904,0.0000,0.0000,0.0000,56.5904
"ca155a61-43db-4dcc-978c-cd920b3a9b13","","AZ-Replit - Growth Strategy & Operations - Admin","Growth Strategy & Operations",56.2536,0.0000,0.0000,0.0000,56.2536
"636080d6-b2e6-4e28-807e-000c137cc63e","","AZ-Replit - GPO CTS - Member; AZ-Replit - GPO CTS - Viewer","GPO CTS",56.1776,0.0000,0.0000,0.0000,56.1776
"d3475629-b6cd-4cf1-a236-dcacd89020ae","","AZ-Replit - Finance - Member","Finance",55.8968,0.0000,0.0000,0.0000,55.8968
"4abd2381-94f3-46c3-af32-3e500a40b0f9","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",55.7696,0.0000,0.0000,0.0000,55.7696
"43715d39-662b-45e9-bf69-717de12cf76d","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",55.6792,0.0000,0.0000,0.0000,55.6792
"622d5440-e239-4bd5-aae2-2638bc927e07","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",55.6162,0.0000,0.0000,0.0000,55.6162
"3e55f05d-0172-4540-95df-701931911eb6","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",55.4599,0.0000,0.0000,0.0000,55.4599
"0180d02a-d205-4f00-9a11-7b0ab02a7bd1","","AZ-Replit - Growth MDU - Admin","Growth MDU",54.5279,0.0000,0.0000,0.0000,54.5279
"f02db634-3cec-46bb-982b-8abb343bfba4","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",54.2893,0.0000,0.0000,0.0000,54.2893
"7da68053-e4bd-4bfd-a4f8-a656a318070e","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",53.8120,0.0000,0.0000,0.0000,53.8120
"ccff8791-6e0f-4a2d-a413-cee4fc23e485","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",53.6912,0.0000,0.0000,0.0000,53.6912
"6a25ae84-bf16-4ce5-9e56-6cc9bff081b1","","AZ-Replit - Finance - Member","Finance",53.2143,0.0000,0.0000,0.0000,53.2143
"b502e038-4cff-4f00-8767-b532f80c4cca","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",52.0499,0.0000,0.0000,0.0000,52.0499
"a1e71c4e-f65d-4f32-8876-42eb26180f71","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",51.8971,0.0000,0.0000,0.0000,51.8971
"f64ccacd-abf0-42f3-a77d-9c28f7aa055e","","AZ-Replit - GPO CTS - Member","GPO CTS",51.6251,0.0000,0.0000,0.0000,51.6251
"c8253da1-9d15-479b-991e-51d21face226","","AZ-Replit - EBI AI ML - Admin; AZ-Replit - EBI AI ML - Member","EBI AI ML",51.6047,0.0000,0.0000,0.0000,51.6047
"c0b48574-51da-4d02-b376-70f6c230109a","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",51.5384,0.0000,0.0000,0.0000,51.5384
"047af1d3-37d7-4877-bcfd-5c4c7386f605","","AZ-Replit - GPO CTS - Admin; AZ-Replit - GPO CTS - Member","GPO CTS",51.4926,0.0000,0.0000,0.0000,51.4926
"ca8d09c9-82d8-4803-bc5d-e6367c4a1675","","AZ-Replit - Finance - Admin","Finance",51.3274,0.0000,0.0000,0.0000,51.3274
"9866c262-c3e6-4c2a-adb1-5df445aadab8","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",51.0906,0.0000,0.0000,0.0000,51.0906
"d17b9811-a7c8-4b8e-abd4-18bf665e3380","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",50.5477,0.0000,0.0000,0.0000,50.5477
"5798d3f5-81df-4d71-a9e1-c0b0b39a3bb3","","AZ-Replit - GPO CTS - Admin; AZ-Replit - GPO CTS - Member; AZ-Replit - GPO CTS - Viewer","GPO CTS",50.3964,0.0000,0.0000,0.0000,50.3964
"368f86ad-fc89-4356-a7c8-c10ca70ef3ed","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",49.8237,0.0000,0.0000,0.0000,49.8237
"4f3a0612-0867-4003-bd80-42df9ee1de42","","AZ-Replit - GPO CTS - Viewer","GPO CTS",49.6228,0.0000,0.0000,0.0000,49.6228
"d98ff78e-7e82-4313-b5de-69c8a38bf914","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",48.8786,0.0000,0.0000,0.0000,48.8786
"5b9976ad-9372-44df-92ce-f8c7915f0f1a","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",48.7876,0.0000,0.0000,0.0000,48.7876
"ef562763-eec7-4665-be2a-b2aa9164beda","","AZ-Replit - Growth CXSO Account Mgmt - Admin; AZ-Replit - Growth CXSO Account Mgmt - Member","Growth CXSO Account Mgmt",48.7795,0.0000,0.0000,0.0000,48.7795
"5008c828-d58d-478f-8a3a-d450376896b9","","AZ-Replit - Growth Strategy & Operations - Admin","Growth Strategy & Operations",48.5979,0.0000,0.0000,0.0000,48.5979
"334d28e4-c94f-450c-b265-d3c6a5c61076","","AZ-Replit - GPO CTS - Member; AZ-Replit - GPO CTS - Viewer","GPO CTS",47.2864,0.0000,0.0000,0.0000,47.2864
"18ff4094-f96e-4e59-ab09-688fe5f3114b","","AZ-Replit - Corporate Communications - Admin","Corporate Communications",47.1148,0.0000,0.0000,0.0000,47.1148
"790f1e16-b9a9-4ee7-86de-4132203b5681","","AZ-Replit - GPO Connected Living - Admin","GPO Connected Living",47.0710,0.0000,0.0000,0.0000,47.0710
"8b1e0e36-578b-4a61-9cc5-98999ee6d2c9","","AZ-Replit - GPO Creative Services - Admin; AZ-Replit - GPO Creative Services - Member","GPO Creative Services",46.7955,0.0000,0.0000,0.0000,46.7955
"59e36edf-7f61-4567-8ba8-660af306c7b6","","AZ-Replit - GPO Connected Living - Member","GPO Connected Living",46.6524,0.0000,0.0000,0.0000,46.6524
"08d38bd3-72d3-46ee-828d-b9a7ef6dd768","","AZ-Replit - GPO Creative Services - Admin; AZ-Replit - GPO Creative Services - Member","GPO Creative Services",46.5947,0.0000,0.0000,0.0000,46.5947
"6bd44b18-2d1a-4f24-834e-7f1d4df50e78","","AZ-Replit - Finance - Member","Finance",46.4995,0.0000,0.0000,0.0000,46.4995
"c7e51a50-6b36-490d-8787-f2be955c1a87","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",46.3568,0.0000,0.0000,0.0000,46.3568
"0ab7de5a-a8e2-4ba0-8d5a-b7bae6e7cc7c","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",46.3065,0.0000,0.0000,0.0000,46.3065
"1800080e-54a5-4071-9b51-f0a0e7f496fa","","AZ-Replit - HR Compensation - Member","HR Compensation",45.9988,0.0000,0.0000,0.0000,45.9988
"b683bd0a-8ac4-4795-975e-0db0b2ad1882","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",45.8088,0.0000,0.0000,0.0000,45.8088
"53a47535-3b7d-47de-8a68-6877d5ea768e","","AZ-Replit - Talent and Learning - Member","Talent and Learning",45.7630,0.0000,0.0000,0.0000,45.7630
"824992de-fa86-4a2c-b7ff-d3a3cacdeb75","","AZ-Replit - Finance - Member","Finance",45.7500,0.0000,0.0000,0.0000,45.7500
"3ef31507-66d5-406e-bcb7-fcd3b64fe7e3","","AZ-Replit - Talent and Learning - Member","Talent and Learning",45.3072,0.0000,0.0000,0.0000,45.3072
"903239f6-9a2d-4733-b91e-347ccccf6c8d","","AZ-Replit - EBI Enterprise Analytics - Admin; AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",45.2723,0.0000,0.0000,0.0000,45.2723
"195b99c8-9428-4529-8148-3392661a944b","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",44.9299,0.0000,0.0000,0.0000,44.9299
"f7fe0452-d207-4b86-8e12-030d078185b6","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",44.8240,0.0000,0.0000,0.0000,44.8240
"40c0136d-eaa5-4976-9220-48a8150628c6","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",44.6568,0.0000,0.0000,0.0000,44.6568
"5f96d724-c001-48c0-91d6-adde7d8966ad","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",44.4188,0.0000,0.0000,0.0000,44.4188
"bbc4496a-42a7-412f-9e7f-6fc70fd087a6","","AZ-Replit - Finance - Member","Finance",44.3881,0.0000,0.0000,0.0000,44.3881
"04ea8db1-4291-4cba-b9aa-247d7a17b0d6","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",43.6927,0.0000,0.0000,0.0000,43.6927
"0e292d84-dd9d-4892-ba34-5180a5136017","","AZ-Replit - Comcast Business Marketing - Viewer","Comcast Business Marketing",43.4071,0.0000,0.0000,0.0000,43.4071
"27eb7094-b6a1-4f9f-95de-d55c014d66d7","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",43.4069,0.0000,0.0000,0.0000,43.4069
"828be3b0-5676-4393-9810-fcd0cddbaf81","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",43.2339,0.0000,0.0000,0.0000,43.2339
"175ab2f3-2b1e-42e8-9e5e-7e3f5fd9b86e","","AZ-Replit - Finance - Admin","Finance",43.1117,0.0000,0.0000,0.0000,43.1117
"fbf86bf8-3972-47f9-81aa-38a33aa8edfc","","AZ-Replit - GPO CTS - Viewer","GPO CTS",42.6625,0.0000,0.0000,0.0000,42.6625
"d4ba810b-f7d2-42ca-b029-3b2fd9c459ba","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",42.0506,0.0000,0.0000,0.0000,42.0506
